,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Seats,RTO,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
7666,SUV,40722,Manual,1,Maruti,2018,725000.0,Comprehensive,Diesel,5 Seats,WB,9,24.3,1248,88.5,200.0,red,4,4,Yes,3995.0,1790.0,1640.0,2500.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7667,Hatchback,40000,Manual,1,Maruti,2015,430000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,21.21,1197,81.8,113.0,others,4,4,No,3840.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7669,Hatchback,50000,Manual,2,Maruti,2009,120000.0,Third Party insurance,Petrol,5 Seats,WB,0,19.5,1061,81.8,113.0,gold,4,4,No,3995.0,1695.0,1505.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7670,Sedan,40000,Manual,3,Volkswagen,2017,470000.0,Third Party insurance,Petrol,5 Seats,WB,9,17.0,1198,74.0,110.0,others,3,4,No,3995.0,1682.0,1483.0,2470.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7671,Hatchback,3188,Manual,1,Maruti,2017,296000.0,Comprehensive,Petrol,5 Seats,AN,9,22.05,796,47.33,69.0,white,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7672,Hatchback,34233,Manual,1,Hyundai,2019,527000.0,Comprehensive,Petrol,5 Seats,WB,9,18.6,1197,81.86,117.0,red,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7675,Hatchback,40965,Manual,1,Hyundai,2018,480000.0,Comprehensive,Petrol,5 Seats,WB,9,18.6,1197,81.83,114.7,blue,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7676,Sedan,70000,Manual,2,Hyundai,2011,250000.0,Third Party insurance,Petrol,5 Seats,WB,9,17.01,1591,121.3,154.9,others,4,4,No,4375.0,1700.0,1475.0,2570.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7677,SUV,8176,Manual,2,Tata,2022,822000.0,Third Party insurance,Petrol,5 Seats,WB,9,17.33,1199,118.35,170.0,red,3,4,No,3993.0,1811.0,1606.0,2498.0,6,Electronic,Disc,Drum,Tubeless,5,Kolkata
7678,Hatchback,10000,Manual,1,Renault,2022,509999.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,21.74,999,67.0,91.0,others,3,4,No,3731.0,1579.0,1474.0,2422.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7680,SUV,57167,Automatic,2,Ford,2019,735000.0,Comprehensive,Petrol,5 Seats,WB,9,14.8,1497,121.36,150.0,black,3,4,No,3998.0,1765.0,1647.0,2519.0,6,Power,Disc,Drum,Tubeless,4,Kolkata
7681,Sedan,35100,Manual,1,Volkswagen,2018,590000.0,Third Party insurance,Petrol,5 Seats,WB,9,16.09,1598,103.2,153.0,gray,4,4,No,4390.0,1699.0,1467.0,2553.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7682,Hatchback,120000,Manual,1,Hyundai,2010,170000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,20.36,1197,78.9,111.8,others,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7687,Hatchback,10000,Manual,1,Maruti,2018,450000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,20.51,998,67.04,90.0,others,3,4,No,3599.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7690,Sedan,50000,Manual,1,Hyundai,2011,190000.0,Third Party insurance,Petrol,5 Seats,UNKNO,8,16.36,1495,93.7,124.6,others,4,3,No,4250.0,1670.0,1370.0,2440.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7692,Hatchback,40535,Manual,1,Maruti,2019,535000.0,Third Party insurance,Petrol,5 Seats,WB,9,22.38,1197,88.5,113.0,others,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7693,Hatchback,60020,Manual,1,Hyundai,2010,155000.0,Third Party insurance,Petrol,5 Seats,WB,9,17.92,1086,62.1,96.1,gray,3,4,No,3565.0,1525.0,1590.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7694,Hatchback,787,Automatic,1,Renault,2022,557000.0,Comprehensive,Petrol,5 Seats,WB,9,22.3,999,67.06,91.0,green,3,4,No,3731.0,1579.0,1474.0,2425.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7696,Hatchback,50000,Manual,1,Renault,2013,180000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,23.08,1461,63.1,160.0,red,4,2,No,3805.0,1665.0,1525.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7697,Hatchback,50714,Automatic,1,Maruti,2014,318000.0,Comprehensive,Petrol,5 Seats,WB,8,26.68,998,65.71,89.0,silver,3,4,No,3695.0,1655.0,1555.0,2435.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7698,Sedan,40000,Manual,1,Hyundai,2019,500000.0,Third Party insurance,Petrol,5 Seats,WB,9,20.14,1197,81.86,113.75,others,4,4,No,3995.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7699,Hatchback,4187,Manual,1,Maruti,2020,403000.0,Comprehensive,Petrol,5 Seats,WB,9,22.05,796,47.33,69.0,red,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7708,Hatchback,50000,Manual,2,Ford,2011,200000.0,Third Party insurance,Petrol,5 Seats,KA,8,15.6,1196,70.0,102.0,others,4,4,No,3795.0,1680.0,1427.0,2489.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7709,Hatchback,20000,Manual,1,Chevrolet,2012,210000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,16.2,995,62.1,90.3,others,4,2,No,3495.0,1495.0,1518.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7710,Hatchback,41424,Manual,2,Honda,2013,225000.0,Third Party insurance,Petrol,5 Seats,WB,9,19.4,1198,86.8,109.0,silver,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7711,Hatchback,23829,Manual,2,Maruti,2020,378000.0,Comprehensive,Petrol,5 Seats,WB,9,22.05,796,47.33,69.0,red,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7714,SUV,55625,Manual,1,Ford,2015,419000.0,Third Party insurance,Petrol,5 Seats,WB,9,18.88,999,123.37,170.0,white,3,4,Yes,3999.0,1765.0,1708.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7715,Hatchback,29230,Manual,1,Maruti,2015,309000.0,Comprehensive,Petrol,5 Seats,WB,9,20.51,998,67.04,90.0,silver,3,4,No,3599.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7716,Sedan,30000,Manual,1,Maruti,2017,525000.0,Third Party insurance,Petrol,5 Seats,WB,8,22.0,1197,81.8,113.0,others,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Kolkata
7717,Hatchback,25152,Manual,1,Volkswagen,2019,509999.0,Comprehensive,Petrol,5 Seats,WB,8,17.74,999,75.1,95.0,white,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7719,Sedan,62665,Manual,1,Maruti,2012,289000.0,Comprehensive,Petrol,5 Seats,WB,9,22.41,1197,88.5,113.0,silver,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Kolkata
7720,Hatchback,76800,Manual,1,Maruti,2014,273000.0,Comprehensive,Petrol,5 Seats,WB,9,20.51,998,67.04,90.0,brown,3,4,No,3599.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7721,SUV,80000,Manual,1,Honda,2017,600000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.5,1199,88.7,110.0,others,4,4,No,3999.0,1734.0,1601.0,2555.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7722,SUV,37833,Manual,2,Ford,2016,509999.0,Comprehensive,Petrol,5 Seats,WB,9,15.9,1496,120.69,149.0,silver,3,4,No,3998.0,1765.0,1647.0,2519.0,5,Electronic,Disc,Drum,Tubeless,4,Kolkata
7723,Hatchback,40000,Manual,1,Maruti,2015,300000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,22.74,796,47.3,69.0,others,3,4,No,3395.0,1490.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7726,Sedan,80000,Manual,2,Hyundai,2014,300000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,24.4,1120,71.01,180.4,others,3,4,No,3995.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7728,Hatchback,90000,Manual,2,Volkswagen,2014,290000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,16.47,1198,74.0,110.0,blue,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7731,Hatchback,92202,Manual,1,Maruti,2013,296000.0,Third Party insurance,Diesel,5 Seats,WB,9,22.9,1248,74.0,190.0,silver,4,4,Yes,3850.0,1695.0,1530.0,2430.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7732,Hatchback,79783,Manual,2,Hyundai,2018,376000.0,Third Party insurance,Petrol,5 Seats,WB,9,18.9,1197,81.86,113.75,orange,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7734,Sedan,23227,Manual,2,Maruti,2021,690000.0,Third Party insurance,Petrol,5 Seats,WB,9,22.41,1197,88.5,113.0,others,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Kolkata
7736,Sedan,28546,Manual,1,Honda,2019,600000.0,Third Party insurance,Petrol,5 Seats,WB,9,18.6,1199,88.76,110.0,brown,4,4,No,3995.0,1695.0,1501.0,2470.0,5,Electronic,Disc,Drum,Tubeless,4,Kolkata
7737,Hatchback,85435,Manual,1,Hyundai,2016,342000.0,Third Party insurance,Petrol,5 Seats,WB,9,18.9,1197,82.0,114.0,orange,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7739,Hatchback,83124,Manual,2,Honda,2012,208000.0,Comprehensive,Petrol,5 Seats,WB,9,19.4,1198,86.8,109.0,silver,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7740,Sedan,87859,Manual,2,Toyota,2014,279000.0,Third Party insurance,Petrol,5 Seats,WB,9,16.78,1496,88.73,132.0,others,4,4,No,4265.0,1695.0,1510.0,2550.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7743,Sedan,80000,Manual,3,Toyota,2012,225000.0,Third Party insurance,Petrol,5 Seats,WB,0,17.6,1496,88.73,132.0,others,4,4,No,3995.0,1695.0,1505.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7744,Hatchback,25000,Manual,1,Hyundai,2018,400000.0,Comprehensive,Petrol,5 Seats,WB,9,18.9,1197,81.86,113.75,red,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7746,Hatchback,3000,Manual,1,Hyundai,2019,625000.0,Comprehensive,Petrol,5 Seats,WB,9,18.6,1197,81.86,114.73,gray,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7747,Hatchback,37001,Manual,1,Hyundai,2018,385000.0,Comprehensive,Petrol,5 Seats,WB,9,18.9,1197,81.86,113.75,gray,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7748,Hatchback,39000,Manual,1,Maruti,2013,335000.0,Comprehensive,Petrol,5 Seats,WB,8,18.6,1197,85.8,114.0,red,4,4,No,3850.0,1695.0,1530.0,2430.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7750,Sedan,103033,Manual,3,Hyundai,2015,271000.0,Third Party insurance,Diesel,5 Seats,WB,8,24.4,1120,71.0,180.4,others,3,4,Yes,3995.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7751,Hatchback,25968,Manual,1,Hyundai,2017,480999.0,Comprehensive,Petrol,5 Seats,WB,9,18.9,1197,81.86,113.75,silver,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7753,Hatchback,11798,Manual,1,Maruti,2020,555000.0,Third Party insurance,Petrol,5 Seats,WB,9,20.52,1197,81.8,113.0,silver,4,4,No,3655.0,1620.0,1675.0,2435.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7754,Sedan,65814,Manual,1,Volkswagen,2017,430000.0,Third Party insurance,Petrol,5 Seats,WB,9,17.0,1198,73.75,110.0,white,3,4,No,3995.0,1682.0,1483.0,2470.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7755,SUV,69007,Manual,1,Kia,2021,1200000.0,Comprehensive,Petrol,5 Seats,WB,9,16.8,1497,113.43,144.0,white,4,4,No,4315.0,1800.0,1645.0,2610.0,6,Electronic,Disc,Disc,Tubeless,5,Kolkata
7756,Hatchback,71420,Manual,1,Maruti,2012,286000.0,Comprehensive,Diesel,5 Seats,WB,9,22.9,1248,74.0,190.0,blue,4,4,Yes,3850.0,1695.0,1530.0,2430.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7757,Hatchback,10000,Manual,1,Hyundai,2021,680000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,20.7,1197,81.86,113.8,blue,4,4,No,3805.0,1680.0,1520.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7758,Hatchback,9817,Manual,1,Datsun,2020,349000.0,Comprehensive,Petrol,5 Seats,WB,9,20.71,799,53.64,72.0,silver,3,4,No,3435.0,1574.0,1546.0,2348.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7759,Hatchback,124206,Manual,2,Maruti,2018,347000.0,Comprehensive,Petrol,5 Seats,WB,9,25.24,998,65.71,89.0,white,3,4,No,3695.0,1655.0,1555.0,2435.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7760,Hatchback,50000,Manual,2,Maruti,2002,48000.0,Third Party insurance,Petrol,5 Seats,WB,5,17.3,993,60.0,78.0,others,4,4,No,3535.0,1495.0,1405.0,2335.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7762,SUV,1062,Automatic,1,Renault,2023,785000.0,Comprehensive,Petrol,5 Seats,WB,9,19.03,999,71.01,96.0,silver,3,4,No,3991.0,1750.0,1605.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7763,Hatchback,10000,Manual,1,Hyundai,2018,490000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,18.9,1197,81.86,113.75,others,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7765,Hatchback,20000,Manual,1,Hyundai,2015,350000.0,Third Party insurance,Petrol,5 Seats,WB,9,18.9,1197,82.0,114.0,others,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7767,Hatchback,65000,Manual,1,Volkswagen,2016,365000.0,Third Party insurance,Petrol,5 Seats,WB,9,16.2,1199,74.0,110.0,silver,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7768,Hatchback,30000,Manual,2,Maruti,2016,400000.0,Third Party insurance,Petrol,5 Seats,WB,8,20.4,1197,81.8,113.0,others,4,4,No,3840.0,1735.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7769,Hatchback,60000,Manual,2,Hyundai,2016,254999.0,Third Party insurance,Petrol,5 Seats,UNKNO,8,21.1,814,55.2,74.5,white,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7770,Sedan,45699,Automatic,2,Maruti,2017,601000.0,Third Party insurance,Petrol,5 Seats,WB,9,21.21,1197,81.8,113.0,blue,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7771,Hatchback,81575,Manual,1,Hyundai,2011,216000.0,Comprehensive,Petrol,5 Seats,WB,9,20.36,1197,78.9,111.8,silver,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7778,SUV,9169,Manual,1,Tata,2022,827000.0,Third Party insurance,Petrol,5 Seats,WB,9,20.09,1199,86.63,115.0,green,3,4,No,3827.0,1742.0,1615.0,2445.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7779,Sedan,45275,Manual,1,Maruti,2018,475000.0,Comprehensive,Petrol,5 Seats,WB,8,21.21,1197,81.8,113.0,others,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7782,Hatchback,70000,Manual,2,Maruti,2015,210000.0,Third Party insurance,Petrol,5 Seats,UNKNO,8,22.74,796,47.3,69.0,others,3,4,No,3395.0,1490.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7784,Hatchback,30000,Manual,1,Maruti,2019,330000.0,Third Party insurance,Petrol,5 Seats,WB,8,22.05,796,47.33,69.0,others,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7786,SUV,80000,Manual,2,Ford,2017,525000.0,Third Party insurance,Diesel,5 Seats,WB,9,22.77,1498,98.59,205.0,others,4,2,Yes,3999.0,1765.0,1708.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7787,Hatchback,40000,Manual,1,Hyundai,2012,280000.0,Third Party insurance,Petrol,5 Seats,WB,9,20.36,1197,78.9,111.8,silver,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7788,Hatchback,30000,Manual,1,Hyundai,2017,430000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,18.9,1197,81.86,113.75,others,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7789,Sedan,80000,Manual,1,Tata,2009,114999.0,Third Party insurance,Diesel,5 Seats,UNKNO,8,19.61,1405,70.0,135.4,white,4,2,Yes,4377.0,1620.0,1540.0,2650.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7790,Hatchback,65180,Manual,2,Hyundai,2019,598000.0,Comprehensive,Petrol,5 Seats,WB,9,18.6,1197,81.86,117.0,blue,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7791,Hatchback,110190,Manual,1,Hyundai,2015,271000.0,Comprehensive,Petrol,5 Seats,WB,8,18.9,1197,82.0,114.0,red,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7792,Hatchback,50000,Manual,2,Maruti,2019,276000.0,Third Party insurance,Petrol,5 Seats,WB,8,24.7,796,47.3,69.0,others,3,4,No,3430.0,1490.0,1475.0,2360.0,5,Manual,Disc,Drum,Tubeless,5,Kolkata
7793,Hatchback,45550,Manual,2,Maruti,2014,248000.0,Comprehensive,Petrol,5 Seats,WB,9,18.5,1197,85.8,114.0,others,4,4,No,3775.0,1680.0,1620.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7794,Hatchback,14756,Manual,1,Maruti,2021,592000.0,Comprehensive,Petrol,5 Seats,WB,9,22.38,1197,88.5,113.0,silver,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7795,Hatchback,30000,Manual,2,Maruti,2017,290000.0,Third Party insurance,Petrol,5 Seats,UNKNO,8,23.95,998,67.05,90.0,others,3,4,No,3545.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7796,Hatchback,63179,Manual,1,Hyundai,2015,341000.0,Comprehensive,Petrol,5 Seats,WB,9,18.9,1197,82.0,114.0,others,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7798,Hatchback,17436,Manual,1,Volkswagen,2019,547000.0,Third Party insurance,Petrol,5 Seats,WB,9,17.74,999,75.1,95.0,blue,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7800,Hatchback,60000,Manual,1,Maruti,2018,280000.0,Third Party insurance,Petrol,5 Seats,UNKNO,8,24.7,796,47.3,69.0,others,3,4,No,3430.0,1490.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7801,Sedan,46315,Manual,1,Ford,2014,285000.0,Comprehensive,Diesel,5 Seats,WB,9,25.01,1498,89.75,204.0,brown,4,2,Yes,4320.0,1764.0,1486.0,2489.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7802,Sedan,65000,Manual,1,Hyundai,2015,299000.0,Third Party insurance,Petrol,5 Seats,WB,9,19.1,1197,82.0,114.0,blue,4,4,No,3995.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7803,Hatchback,90000,Manual,1,Hyundai,2014,270000.0,Third Party insurance,Diesel,5 Seats,WB,9,24.0,1120,70.0,160.0,others,3,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7807,SUV,20000,Manual,1,Mahindra,2016,400000.0,Third Party insurance,Petrol,6 Seats,WB,8,18.15,1198,82.0,115.0,red,3,4,No,3675.0,1715.0,1635.0,2385.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7808,Hatchback,10000,Manual,1,Datsun,2020,354000.0,Third Party insurance,Petrol,5 Seats,WB,9,21.7,999,67.05,91.0,others,3,4,No,3435.0,1574.0,1546.0,2348.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7809,SUV,36374,Manual,1,Hyundai,2019,850000.0,Third Party insurance,Diesel,5 Seats,WB,9,23.7,1396,88.7,220.0,white,4,4,No,3995.0,1770.0,1605.0,2500.0,6,Power,Disc,Drum,Radial,5,Kolkata
7810,SUV,20801,Manual,1,Nissan,2021,669000.0,Comprehensive,Petrol,5 Seats,WB,9,20.0,999,98.63,160.0,black,3,4,Yes,3994.0,1758.0,1572.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7811,Hatchback,43214,Manual,1,Hyundai,2019,480999.0,Comprehensive,Petrol,5 Seats,WB,9,18.6,1197,81.86,117.0,red,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7814,SUV,88755,Manual,1,Hyundai,2016,619000.0,Comprehensive,Diesel,5 Seats,WB,9,21.38,1396,88.7,219.7,others,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Kolkata
7816,Hatchback,7277,Automatic,1,Renault,2020,518000.0,Third Party insurance,Petrol,5 Seats,WB,9,22.0,999,67.0,91.0,others,3,4,No,3731.0,1579.0,1490.0,2422.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7818,Hatchback,36920,Manual,3,Honda,2014,235000.0,Comprehensive,Petrol,5 Seats,WB,9,19.4,1198,86.8,109.0,brown,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7819,Hatchback,14567,Manual,1,Maruti,2021,620000.0,Third Party insurance,Petrol,5 Seats,WB,9,22.38,1197,88.5,113.0,silver,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7821,Hatchback,40000,Manual,1,Mahindra,2018,450000.0,Third Party insurance,Diesel,6 Seats,UNKNO,9,25.32,1198,77.0,190.0,red,3,4,Yes,3700.0,1735.0,1655.0,2385.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7822,Hatchback,30000,Manual,2,Maruti,2012,250000.0,Third Party insurance,Petrol,5 Seats,WB,9,18.9,998,67.1,90.0,others,3,4,No,3595.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7824,Hatchback,19000,Manual,1,Maruti,2018,425000.0,Comprehensive,Petrol,5 Seats,WB,9,21.63,998,67.0,90.0,orange,3,4,No,3715.0,1635.0,1565.0,2425.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7829,Hatchback,10000,Manual,1,Tata,2022,580000.0,Third Party insurance,Petrol,5 Seats,WB,9,20.09,1199,84.82,113.0,black,3,4,No,3765.0,1677.0,1535.0,2400.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7830,SUV,4603,Manual,1,Tata,2021,890000.0,Zero Dep,Petrol,5 Seats,WB,9,17.33,1199,118.35,170.0,green,3,4,No,3993.0,1811.0,1606.0,2498.0,6,Electronic,Disc,Drum,Tubeless,5,Kolkata
7831,Hatchback,7291,Manual,1,Maruti,2022,626000.0,Third Party insurance,Petrol,5 Seats,WB,9,24.97,998,65.71,89.0,silver,3,4,No,3695.0,1655.0,1555.0,2435.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7832,Hatchback,2179,Manual,1,Hyundai,2022,753000.0,Comprehensive,Petrol,5 Seats,WB,9,20.7,1197,81.86,113.8,blue,4,4,No,3805.0,1680.0,1520.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Kolkata
7833,Hatchback,26226,Manual,1,Hyundai,2017,355000.0,Third Party insurance,Petrol,5 Seats,WB,9,18.9,1197,81.86,113.75,others,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7834,Hatchback,35000,Manual,1,Volkswagen,2016,399000.0,Comprehensive,Diesel,5 Seats,WB,9,20.14,1498,88.0,230.0,orange,4,4,Yes,3971.0,1682.0,1469.0,2469.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7835,Hatchback,24622,Manual,3,Hyundai,2014,209000.0,Third Party insurance,Petrol,5 Seats,WB,8,21.1,814,55.2,74.5,others,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Kolkata
7837,Hatchback,37647,Manual,1,Hyundai,2011,199000.0,Third Party insurance,Petrol,5 Seats,WB,9,20.36,1197,78.9,111.8,red,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Kolkata
7840,SUV,20000,Automatic,1,Renault,2022,1050000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,18.24,999,98.63,152.0,others,3,4,Yes,3991.0,1750.0,1605.0,2500.0,0,Electronic,Disc,Drum,Tubeless,5,Kolkata
7842,SUV,60000,Manual,1,Hyundai,2015,550000.0,Third Party insurance,Petrol,5 Seats,WB,9,15.29,1591,121.3,151.0,others,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Kolkata
